99.80,4543358.00,5345292.53,377.14
99.80,4543357.96,5345292.24,377.58
99.80,4543357.94,5345292.16,377.18
99.80,4543357.67,5345291.01,377.04
99.80,4543357.11,5345288.07,376.38
99.80,4543356.75,5345285.34,375.53
99.80,4543356.27,5345283.19,374.38
99.80,4543356.04,5345282.15,373.40
99.80,4543355.40,5345278.78,373.42
99.80,4543354.92,5345275.83,371.05
99.80,4543354.49,5345272.97,371.17
99.80,4543354.44,5345272.19,369.92
99.80,4543354.43,5345271.69,368.90
99.80,4543354.17,5345270.72,367.92
99.80,4543353.79,5345268.69,366.28
99.80,4543353.64,5345267.75,364.69
99.80,4543353.30,5345265.96,365.09
99.80,4543352.81,5345263.48,365.13
99.80,4543352.17,5345260.94,365.21
99.80,4543351.76,5345258.08,365.38
99.80,4543351.35,5345255.19,365.75
99.80,4543351.07,5345252.35,365.85
99.80,4543350.68,5345249.69,366.21
99.80,4543350.60,5345247.06,366.44
99.80,4543350.08,5345245.05,366.55
99.80,4543349.25,5345242.36,366.69
99.80,4543348.80,5345239.21,366.95
99.80,4543348.08,5345235.15,367.13
99.80,4543347.70,5345233.19,367.23
99.80,4543347.36,5345230.78,367.38
99.80,4543346.81,5345228.58,367.52
99.80,4543346.33,5345227.06,367.54
99.80,4543345.88,5345224.55,367.67
99.80,4543345.40,5345221.62,367.80
99.80,4543344.48,5345217.44,368.12
99.80,4543343.56,5345212.91,368.26
99.80,4543342.77,5345208.32,368.42
99.80,4543342.08,5345204.34,368.52
99.80,4543341.36,5345200.25,368.65
99.80,4543340.53,5345196.05,368.74
99.80,4543339.74,5345191.70,368.79
99.80,4543339.57,5345190.30,368.93
99.80,4543339.29,5345187.99,369.08
99.80,4543339.09,5345185.65,369.70
99.80,4543338.70,5345183.48,370.79
99.80,4543338.29,5345181.55,371.36
99.80,4543338.21,5345179.73,371.85
99.80,4543338.05,5345179.06,372.80
99.80,4543337.96,5345177.02,373.48
99.80,4543337.47,5345173.99,373.74
99.80,4543336.87,5345170.62,374.55
99.80,4543336.35,5345168.67,374.30
99.80,4543336.14,5345166.89,374.25
99.80,4543336.16,5345166.49,374.28
99.80,4543336.10,5345166.39,374.27
99.80,4543335.87,5345164.90,374.61
100.00,4543141.70,5345304.52,376.46
100.00,4543141.73,5345304.14,376.78
100.00,4543141.73,5345304.02,376.39
100.00,4543141.95,5345302.00,376.32
100.00,4543142.34,5345298.00,376.05
100.00,4543142.20,5345294.00,374.36
100.00,4543141.94,5345290.06,374.18
100.00,4543142.33,5345287.86,373.00
100.00,4543142.43,5345284.87,371.24
100.00,4543142.56,5345283.02,369.35
100.00,4543142.63,5345282.47,368.97
100.00,4543142.68,5345281.17,368.35
100.00,4543143.12,5345278.79,367.65
100.00,4543143.20,5345277.96,367.56
100.00,4543143.15,5345276.74,367.57
100.00,4543143.23,5345274.78,367.64
100.00,4543143.35,5345272.15,367.63
100.00,4543143.32,5345269.34,367.78
100.00,4543143.15,5345266.59,367.72
100.00,4543143.29,5345263.46,367.70
100.00,4543143.73,5345260.48,367.79
100.00,4543144.11,5345257.17,367.84
100.00,4543144.29,5345253.67,367.70
100.00,4543144.49,5345249.86,367.63
100.00,4543144.49,5345246.35,367.62
100.00,4543144.93,5345243.50,367.56
100.00,4543144.80,5345240.65,367.51
100.00,4543144.67,5345237.05,367.45
100.00,4543144.45,5345233.54,367.51
100.00,4543144.54,5345230.30,367.43
100.00,4543144.54,5345226.96,367.51
100.00,4543144.49,5345223.67,367.42
100.00,4543144.54,5345220.91,367.55
100.00,4543144.80,5345218.14,367.41
100.00,4543145.33,5345214.46,367.60
100.00,4543145.46,5345211.08,367.64
100.00,4543145.85,5345208.05,367.94
100.00,4543145.76,5345205.24,367.83
100.00,4543145.98,5345202.88,367.79
100.00,4543145.94,5345200.56,367.89
100.00,4543146.06,5345196.86,367.88
100.00,4543146.20,5345193.71,367.92
100.00,4543146.64,5345192.09,368.03
100.00,4543146.82,5345188.60,368.35
100.00,4543146.80,5345187.58,368.87
100.00,4543146.77,5345187.00,368.96
100.00,4543146.83,5345186.17,369.47
100.00,4543146.91,5345184.38,370.37
100.00,4543147.00,5345182.34,371.32
100.00,4543147.08,5345179.87,372.11
100.00,4543146.95,5345179.31,374.38
100.00,4543147.14,5345178.43,373.83
100.00,4543147.48,5345175.67,373.68
100.20,4542949.81,5345257.99,373.52
100.20,4542949.83,5345257.73,375.48
100.20,4542949.86,5345257.65,373.55
100.20,4542950.33,5345256.41,372.94
100.20,4542950.46,5345254.49,371.67
100.20,4542950.92,5345252.19,370.30
100.20,4542951.12,5345251.45,369.24
100.20,4542951.16,5345251.28,368.93
100.20,4542951.29,5345250.42,368.92
100.20,4542951.75,5345249.34,369.05
100.20,4542952.37,5345246.53,369.11
100.20,4542953.58,5345240.08,369.56
100.20,4542953.96,5345235.65,369.43
100.20,4542954.63,5345229.77,369.22
100.20,4542955.84,5345224.15,369.01
100.20,4542956.05,5345222.46,369.02
100.20,4542956.30,5345219.49,368.87
100.20,4542957.58,5345213.23,368.84
100.20,4542958.72,5345207.95,368.79
100.20,4542959.48,5345202.82,368.72
100.20,4542960.57,5345197.91,368.64
100.20,4542961.76,5345193.46,368.21
100.20,4542961.88,5345191.61,368.14
100.20,4542962.24,5345189.41,368.00
100.20,4542962.85,5345184.54,367.18
100.20,4542963.43,5345182.01,366.74
100.20,4542964.04,5345179.24,366.49
100.20,4542964.35,5345176.43,365.98
100.20,4542964.93,5345173.97,365.76
100.20,4542965.37,5345171.42,365.49
100.20,4542966.37,5345169.06,365.59
100.20,4542966.69,5345167.47,365.66
100.20,4542967.00,5345164.55,365.47
100.20,4542967.33,5345162.33,367.81
100.20,4542967.73,5345160.76,367.58
100.20,4542968.10,5345158.46,368.29
100.20,4542968.50,5345156.93,368.60
100.20,4542968.67,5345156.20,368.92
100.20,4542968.83,5345155.38,369.91
100.20,4542968.98,5345154.05,370.32
100.20,4542969.07,5345153.05,371.14
100.20,4542969.34,5345151.57,371.86
100.20,4542969.85,5345149.60,373.08
100.20,4542969.87,5345148.88,374.59
100.20,4542969.95,5345148.54,375.29
100.20,4542969.98,5345148.40,374.68
100.20,4542970.12,5345147.51,374.78
100.20,4542970.42,5345144.71,374.64
100.20,4542970.63,5345140.85,374.34
100.20,4542970.97,5345137.08,374.03
100.20,4542972.04,5345132.14,373.68
100.20,4542973.78,5345127.47,373.44
100.20,4542974.05,5345126.51,373.09
100.20,4542974.85,5345122.46,373.38
100.20,4542975.60,5345120.38,374.44
100.20,4542975.70,5345119.71,374.78
100.40,4542740.13,5345205.50,373.95
100.40,4542740.13,5345205.47,373.90
100.40,4542740.24,5345204.94,373.49
100.40,4542740.35,5345203.74,372.62
100.40,4542740.47,5345201.86,369.93
100.40,4542740.60,5345200.15,369.16
100.40,4542740.63,5345198.72,369.33
100.40,4542740.41,5345197.21,366.06
100.40,4542740.61,5345195.03,365.88
100.40,4542740.61,5345192.17,366.66
100.40,4542740.93,5345189.90,366.63
100.40,4542740.88,5345188.96,364.95
100.40,4542741.01,5345186.41,365.85
100.40,4542741.25,5345183.70,366.54
100.40,4542741.35,5345181.62,366.43
100.40,4542742.00,5345178.37,367.70
100.40,4542742.16,5345175.55,365.67
100.40,4542741.99,5345173.70,365.64
100.40,4542742.09,5345171.33,367.95
100.40,4542742.32,5345168.19,368.16
100.40,4542742.41,5345165.40,368.21
100.40,4542742.76,5345160.78,368.32
100.40,4542743.05,5345154.38,369.27
100.40,4542743.19,5345149.58,368.81
100.40,4542743.38,5345147.21,368.57
100.40,4542743.47,5345144.65,368.13
100.40,4542743.47,5345142.04,367.53
100.40,4542743.56,5345138.92,367.46
